name_book,avtor,rating,count_favourites,count_views,age_restriction,comments_count,publication_date,pages,price,target
Волчица в Академии,Александра Каплунова,407.0,1065,57972,0,129,12.08.2024,177,119.0,329
Первый встречный,Марта Крон,188.0,766,14143,18+,87,15.08.2024,183,119.0,184
Макаронное дело попаданки,Хелен Гуда,281.0,2288,35351,0,64,25.08.2024,68,129.0,265
Замуж за Чудовище,Анюта Васильева,181.0,689,17638,18+,74,29.08.2024,139,139.0,175
"Авдотья, дочь купеческая",Наталья Алфёрова,97.0,461,19622,0,133,04.09.2024,225,0.0,89
Дама с ребенком,Карина Иноземцева,369.0,1827,60756,0,195,09.09.2024,181,119.0,333
"Покорись нам, ведьма",Надя Лахман,1631.0,2606,109966,0,729,23.09.2024,132,119.0,1360
Развод. Эхо из прошлого.,Ирма Голд,281.0,1217,48049,0,111,04.10.2024,55,129.0,265
Я – ошибка академии,Лана Кроу,935.0,5399,277283,0,68,08.10.2024,146,149.0,923
Грани удовольствия,Юлия Эллисон,101.0,284,7974,18+,83,11.10.2024,164,159.0,99
Опасный защитник для беглянки,Чередий Галина,190.0,641,9090,18+,174,17.10.2024,127,139.0,176
Девочка на спор. Игры мажоров,Ирэна Орлова,403.0,1254,36482,18+,174,19.10.2024,78,99.0,389
Хулиган. Его принцесса,Эла Герс,79.0,563,18045,18+,59,29.10.2024,190,0.0,79
Невеста для чудовища,Надежда Паршуткина,51.0,416,2076,0,14,15.11.2024,19,0.0,51
Твоя на один день,Снегова Анна,161.0,873,16870,0,41,21.11.2024,108,119.0,153
Няня для тирана,Ая Кучер,7961.0,24989,3911961,18+,572,10.04.2020,247,0.0,7844
Вдвоём,Натали Лансон,4678.0,10290,1007209,18+,797,07.08.2020,157,0.0,4468
( Не) прикасайся ко мне,Валерия Сказочная,7767.0,19107,3650024,18+,408,17.08.2020,149,0.0,7673
Сладкий кошмар,Эмилия Грин,4670.0,16813,1860688,18+,201,03.11.2021,152,0.0,4581
У смерти под крылом,Марина Ирсева,1546.0,3805,297949,0,139,11.06.2022,157,0.0,1532
Антикварная лавка с секретом,Нина Новак,5132.0,17387,2689478,0,213,09.02.2023,273,0.0,5065
"Лайла и Магическая Академия, или ""Вслед за мечтой!""",Рия Вилар,1114.0,4816,224266,0,87,20.08.2023,268,0.0,972
Проклятые души,Майарана Мистеру,1554.0,5597,266541,18+,133,21.08.2023,339,0.0,1525
Возвращение. Там где сердце,Натали Берд,597.0,2252,155878,0,29,22.02.2024,191,0.0,539
История Ирэн 1. Отрицание,Адель Хайд,2744.0,7340,578224,0,760,02.03.2024,212,0.0,2538
Поверь в мою Любовь,Кислинка,404.0,858,51490,0,197,15.05.2024,189,0.0,340
"Смерч, я тебя не прощу",Мелания Соболева,70.0,333,374,18+,8,05.12.2024,14,0.0,62
Адвокат Зверя,Светлана Суббота,27105.0,10411,1556429,18+,3676,02.07.2017,261,99.0,11721
После развода,Екатерина Кариди,3615.0,3288,515638,18+,1566,05.12.2018,172,155.0,2238
Реквием по любви. Грехи отцов,Людмила Сладкова,5534.0,10563,952582,18+,2431,18.02.2019,493,199.0,4940
Нестандартная ситуация,Марика Крамор,3472.0,3643,498968,18+,476,31.03.2019,202,143.2,2454
Отец моей подруги,Ева Мелоди,3770.0,5563,742734,18+,1351,14.08.2019,203,159.0,3331
Теперь я буду твоим боссом,Мила Дали,6606.0,23937,2196733,18+,0,24.08.2019,143,0.0,6548
Другой мужчина,Ксения Черногорская,5697.0,10664,1101385,18+,888,22.12.2019,159,0.0,5524
Дурное поведение,Эмилия Грин,7664.0,13890,1544738,18+,2516,01.01.2020,243,169.0,5019
Ты будешь моей,Кристина Майер,16605.0,31613,5748819,18+,1497,16.06.2020,88,0.0,16257
Неангел-хранитель,Янка Рам,6220.0,7561,662590,18+,1756,10.09.2020,155,179.0,4292
Безупречная помощница для злодея,Виктория Свободина,14007.0,13466,2947837,0,5362,18.09.2020,213,164.0,8786
Высшая степень обиды,Тамара  Шатохина,7481.0,5212,707669,0,2438,20.10.2020,350,139.0,2530
Невинность в расплату,Кира Шарм,9537.0,12045,1684868,18+,2382,15.11.2020,244,134.25,2818
Жена Эмина. Его наследник,Амина Асхадова,8088.0,10041,1650830,18+,3016,09.04.2021,207,169.0,4536
Олигарх любит молча,Ася Андреева,877.0,2280,206404,0,179,25.09.2021,157,149.0,743
Дрянная помощница для мастера,Виктория Свободина,7182.0,10389,1167621,0,4943,01.10.2021,222,164.0,5077
Дурная примета,Ольга Рузанова,3998.0,5792,663584,18+,529,11.11.2021,197,139.0,3158
Не твои наследники,Елена Николаева,3090.0,7151,709676,18+,1653,27.06.2022,248,189.0,2642
Нежеланное отцовство миллиардера,Ксения Фави,3606.0,11506,1846870,0,1311,20.09.2022,189,159.0,3498
Она (не) моя дочь,Джас Риччи,261.0,1567,108294,0,146,25.11.2022,154,189.0,255
Невеста сына,Екатерина Кариди,3463.0,4949,961760,0,3909,27.03.2023,181,159.0,2992
Невезучая или брачная лотерея для землянки,Елена Сергеева,3607.0,6796,458523,18+,639,04.06.2023,230,159.0,2928
В объятиях Бандита,Ольга Шо,795.0,2534,296928,18+,576,22.06.2023,268,199.0,638
Дело жены оборотня,Валентина Елисеева,3636.0,5906,216308,0,1087,17.07.2023,176,159.0,2459
Хозяйка лавандовой долины,Элен Скор,5043.0,6108,742868,0,1483,01.10.2023,421,149.0,3711
"Сыграй мою невесту, бывшая",Ксения Фави,3079.0,6175,566707,18+,829,24.10.2023,163,159.0,2945
Истинная проблема для дракона,Лана Воронецкая,1127.0,3995,304282,18+,246,20.11.2023,159,149.0,974
Притворись моей.,Анна Ди,1093.0,4403,273810,18+,92,30.12.2023,142,0.0,993
Измена. Ты меня никогда не любил,Даша Черничная,1777.0,4647,496442,18+,488,15.01.2024,154,159.0,1726
Мартышка для чемпиона,Алекс Коваль,754.0,2179,184083,18+,483,24.03.2024,274,179.0,658
Ты выйдешь за меня снова,Елена Попова,783.0,2451,200945,0,64,01.04.2024,194,169.0,775
Ты только моя,Ярослава А,1106.0,4671,278418,0,438,04.04.2024,153,169.0,1078
Я купил тебя. Дорого,Маша Малиновская,1842.0,6754,386467,18+,732,10.05.2024,152,189.0,1408
Раздели свое сердце. Императоры кристаллов,Катерина Ежевика,220.0,2055,48260,18+,116,03.06.2024,175,119.0,218
Моя (не) похищенная невеста,Алана Эвран,486.0,1237,50797,0,584,19.06.2024,129,0.0,440
"Спорим, ты будешь моей?",Юлианна Орлова,650.0,2126,88738,18+,90,24.06.2024,154,159.0,648
Мой дикий майор,Аня Истомина,462.0,1592,84607,18+,263,14.07.2024,159,159.0,462
На краю пропасти,Юрий Харитонов,160.0,1055,31941,0,27,10.08.2024,345,0.0,160
Арон. Бывший для истинной,Ника Горская,536.0,1657,106446,18+,263,14.08.2024,287,159.0,406
Сбежавшая невеста дракона,Ксения Есенина,728.0,2530,214383,0,346,14.08.2024,172,0.0,722
Бесплатно: Менталистка в магической академии,Ирина Тигиева,216.0,1139,22455,0,135,15.08.2024,110,0.0,208
Из России with love,Марк Качим,333.0,515,28890,0,725,16.08.2024,511,299.0,276
Попаданка - Источник Силы Ледяного Дракона,Хэля Хармон,176.0,939,28498,0,84,20.08.2024,148,119.0,170
Слишком красивая,Анна Шнайдер,965.0,2784,295074,18+,1849,21.08.2024,239,159.0,939
Измена. Заберите вашего мужа,Элен Ош,251.0,686,30777,18+,126,22.08.2024,153,119.0,237
Нужная дочь или счастье Ангелины,Талия Осова,280.0,977,34483,18+,74,23.08.2024,375,149.0,268
"Целую, Макс",Лара Дивеева,587.0,1284,36172,18+,578,09.09.2024,148,119.0,521
После измены. Я тебя забуду,Анна Женс,333.0,1213,64160,0,52,09.09.2024,159,149.0,313
Чудесные рисунки боярышни-актрисы,Василиса Мельницкая,142.0,513,9335,0,214,01.10.2024,117,107.1,118
Цепь императора. Факультет невезучих,Лариса Шубникова,156.0,607,7968,0,231,01.10.2024,179,99.0,132
Платиновый Принц,Чинара,103.0,412,11458,18+,127,07.10.2024,86,99.0,91
Защитить сбежавшую невесту,Элиз Холгер,189.0,1198,9993,18+,26,12.10.2024,75,129.0,171
Зефирная попаданка. Хозяйка проклятых плантаций,Айлин Маар,168.0,1267,33083,0,42,14.10.2024,75,119.0,158
Эйлирия. Мужья Ксении,Тина Солнечная,103.0,896,9411,18+,53,31.10.2024,69,119.0,103
Фиктивная Истинная для Дракона,Светлана Томская,136.0,817,12930,0,14,02.11.2024,127,119.0,113
Землянка для  опасного  Хищника,Катарина Елан,266.0,1098,17706,18+,92,02.11.2024,67,119.0,239
Его сильная слабая женщина,Рина Беж,277.0,1157,16049,18+,153,05.11.2024,68,119.0,252
Измена. Я тебя не прощу,Кира Фарди,142.0,657,20458,0,55,12.11.2024,58,119.0,138
Под маской принцессы. Случайная истинная,Ася Минина,131.0,471,3146,0,69,15.11.2024,44,0.0,115
Любовник из сети,Алла Биглова,102.0,502,10611,18+,3,15.11.2024,41,0.0,102
Плохие Санты для плохой Верочки,Эльвира Осетина,34.0,258,1725,18+,2,22.11.2024,32,149.0,34
Сворованная для драконов. Я - лучшее решение!,Кира Полынь,45.0,331,5384,18+,6,23.11.2024,176,159.0,45
Новый год в стиле хюгге,Анастасия Славина (Алена Занковец),159.0,408,2343,0,77,23.11.2024,86,0.0,137
Снежные волки для Красной Шапочки,Полина Корн,76.0,709,2333,18+,7,25.11.2024,31,119.0,76
Игры богов. Своей судьбы хозяйка.,Александра Гриневич,17.0,90,970,0,1,28.11.2024,386,129.0,17
Владычицу звали?,Янышева Ольга,24892.0,36107,2153259,18+,4354,11.12.2017,277,0.0,23518
"Подонок, ты будешь думать, что меня больше нет...",Екатерина Юдина,14767.0,38353,2365136,18+,4224,15.06.2019,191,0.0,14128
Сильнее меня,Елена Шторм,8189.0,17163,1835918,0,1860,10.01.2020,156,0.0,7804
Непокорный трофей,Оксана Северная,2996.0,9336,833578,0,363,19.03.2020,152,0.0,1841
Их безумие,Мария Зайцева,3730.0,3712,393651,18+,690,30.03.2020,193,156.0,2563
Ярый. Любовь криминального Авторитета.✧ ҈ ҉,Ольга Шо,3324.0,15726,2862304,0,314,25.04.2022,163,0.0,3251
Монстр рядом со мной,Ярослава Бекетова,774.0,3245,525015,18+,0,24.11.2022,186,0.0,771
"Как скажете, босс",Марта Вебер,3747.0,10946,2059520,0,255,09.03.2023,158,0.0,3735
Цена измены – твоя другая жизнь,Лена Ручей,871.0,3099,320329,0,212,20.06.2024,77,0.0,867
Право Зверя,Светлана Суббота,22386.0,46315,3378487,18+,3485,10.05.2017,227,99.0,20891
Легенды о проклятых 1. Безликий,Ульяна Соболева,3003.0,8278,239098,18+,279,25.09.2018,252,149.0,2763
Строптивица и нахал,Кристина Майер,3616.0,4001,398050,18+,644,18.10.2018,215,159.0,2369
Медлячок,Эмилия Грин,7031.0,6641,818306,18+,1458,02.11.2018,220,169.0,3734
Песнь кобальта,Маргарита Дюжева,2471.0,2399,114625,0,531,30.01.2019,236,155.0,1270
Подруга плохого не посоветует,Маргарита Дюжева,5609.0,10537,456433,18+,1230,09.05.2019,166,155.0,3587
Жестокий роман,Валерия Ангелос,11220.0,15453,1818075,18+,2249,10.07.2019,384,149.25,5380
Ловушка для Броцкого,Джулия Ромуш,12204.0,29316,5575370,18+,597,02.08.2019,153,0.0,12053
Любовница,Виктория Анкай,2174.0,5459,418476,18+,865,06.09.2019,264,0.0,1986
Жена Хана,Ульяна Соболева,8496.0,6927,697339,18+,2398,10.11.2019,157,179.0,4568
Ну же...Накажи меня сладко...,Джулия Ромуш,4801.0,7501,1502953,18+,610,26.11.2019,147,179.0,3573
Встретимся в декабре,Олли Серж,5725.0,7728,697434,0,633,01.12.2019,90,159.0,5535
Больно не будет,Ольга Вечная,10434.0,11575,1851431,18+,3810,14.02.2020,213,159.0,6434
"Девушка, которую не помнят",Валентина Елисеева,8431.0,17841,1326436,0,939,30.03.2020,234,0.0,7710
О ком плачет Вереск,Ульяна Соболева,6448.0,8076,591352,18+,1636,15.04.2020,153,149.0,3483
Дорогой друг,Виктория Вашингтон,838.0,1228,117401,0,414,25.04.2020,202,149.0,534
Невеста Напрокат,Анна Завгородняя,38473.0,20619,1960253,0,3651,03.05.2020,421,159.0,9210
Крылья для Ангела,Елена Попова,1078.0,2441,164616,0,332,12.05.2020,179,159.0,768
Факультет боевой кулинарии,Рина Ских,22232.0,18105,2553146,0,4052,26.05.2020,192,179.0,12265
Пленница его желаний,Анна Лапина,1103.0,2530,184338,18+,301,10.07.2020,184,131.2,825
Ты теперь моя,Елена Тодорова,9828.0,16020,2194686,18+,2486,20.08.2020,241,169.0,6321
Шибари,Майя Марук,9328.0,5259,776244,18+,738,03.09.2020,278,149.0,3826
Исцели меня,Наталья Юнина,15677.0,46347,5053567,0,2246,29.09.2020,228,0.0,14925
( Не)идеальная для монстра,Боярова Мелина,1224.0,2438,85069,18+,380,18.10.2020,287,159.0,871
Я тебя присвою,Елена Тодорова,8592.0,17419,1682123,18+,1698,05.11.2020,205,169.0,5606
Обязана быть его,Алиса Ковалевская,6405.0,12702,952533,18+,0,07.11.2020,167,125.0,4053
Блудный папа для сорванца,Яна Невинная,2555.0,7483,1471243,0,324,03.12.2020,193,159.0,1277
Сводные,Кэти Свит,1988.0,4725,343747,18+,218,10.12.2020,157,175.0,767
Охота на обаятельного дознавателя,Маргарита Дюжева,4168.0,5099,248868,0,669,22.12.2020,183,171.0,1606
Дракон. Колдовская страсть,Ляна Вечер,2355.0,3809,160231,18+,152,05.01.2021,198,175.0,625
Узник тумана,Мария Лунёва,5241.0,6251,1262084,0,1325,03.02.2021,255,159.0,3537
Останусь твоей,Алиса Ковалевская,4474.0,8810,648179,18+,0,15.03.2021,189,169.0,2970
Мой новый сводный брат. Запретный Соблазн,Даша Литовская,3862.0,5192,228054,18+,0,04.04.2021,152,164.0,2055
Моя на одну ночь,Тала Тоцка,8169.0,19787,2131692,0,424,14.04.2021,10,0.0,7941
Сказочник,Олли Серж,1823.0,5829,356478,18+,590,15.05.2021,170,159.0,1397
"Портал к свободе, или Невеста огненного мага",Алиса Квин,1623.0,5323,378172,0,379,06.07.2021,199,135.2,1097
Игры на выживание,Эйвери Блесс,1678.0,1884,213336,0,412,08.07.2021,294,153.0,887
Контракт на сына,Анна Лапина,1287.0,4044,316676,0,230,23.07.2021,149,164.0,907
( Не) настоящая жена,Елена Левашова,5571.0,11068,1924887,0,404,03.08.2021,156,149.0,1700
Миллионер против миллиардера,Тала Тоцка,6755.0,10106,1204600,0,1020,14.08.2021,77,149.0,6059
"Подставная невеста, или Отбор с подвохом",Алиса Хоуп,1009.0,3463,167963,0,100,20.08.2021,204,164.0,437
Твое сердце будет разбито,Анна Джейн,12124.0,23260,3530164,0,2593,21.08.2021,402,159.0,6607
Малышка для хоккеиста,Виталина Кот (Fox),1092.0,2610,80009,18+,0,07.09.2021,155,164.0,489
Верни мне сына,Елена Попова,3386.0,8059,996829,0,504,17.09.2021,186,164.0,1403
Потерянная невеста,Анна Зюман,1850.0,3264,220828,0,413,29.09.2021,260,164.0,735
Влюбилась в Монстра!,Анюта Васильева,764.0,1590,148252,18+,71,06.10.2021,147,139.0,710
Ты и Я - Сводные,Ники Сью,1601.0,4395,350364,0,428,08.10.2021,262,127.2,1127
Присвоенная Дьяволом,Ульяна Соболева,2446.0,4765,204604,18+,860,24.10.2021,154,179.0,1400
Брак по контракту,Анна Миланик,1854.0,3713,559737,0,197,15.11.2021,155,142.0,657
Внебрачная дочь миллиардера,Анастасия Ридд,6508.0,9759,1360527,0,824,26.11.2021,159,164.0,2531
Служанка с секретом,Лана Кроу,2455.0,6408,922249,0,452,08.12.2021,116,131.0,2290
Контракт с Дьяволом. Без права на любовь,Елена Николаева,3134.0,7904,499809,18+,1319,09.12.2021,180,189.0,2810
Первая леди для Президента,Ульяна Соболева,2273.0,4590,149164,18+,1062,21.02.2022,154,179.0,1414
Она мне не сестра,Анна Лапина,772.0,3499,203509,0,174,02.04.2022,216,164.0,754
Огни Аль-Тура. Завоеванная,Магда Макушева,5121.0,5414,1677069,18+,1983,11.04.2022,447,139.0,4294
Она уходит со мной-2,Алиса Ковалевская,954.0,2843,91027,18+,0,05.06.2022,136,132.0,933
Драконова Академия. Книга 3,Марина Индиви,1225.0,2666,249842,0,450,16.06.2022,334,169.0,898
( Не ) любимая жена Владыки драконов,Ляна Вечер,1295.0,4883,489993,0,415,24.06.2022,236,159.0,1141
Без тебя никак,Любовь Попова,1699.0,3700,324831,18+,554,10.07.2022,270,159.0,1532
Наследник для друга отца,Олли Серж,551.0,1579,104067,18+,103,23.09.2022,155,159.0,492
Ярмарка невест,Кира Фарди,1724.0,5605,627232,0,504,24.09.2022,259,159.0,1164
Несерьезные отношения,Марья Коваленко,4951.0,8460,776403,18+,1982,06.10.2022,157,159.0,4035
Не подарочки для полковника. Воронцовы,Регина Янтарная,414.0,1698,104845,0,169,10.10.2022,150,153.0,373
Сердце из стекла,Елена Горская,1411.0,5765,319738,0,384,19.10.2022,204,159.0,1142
Аксинья,Ниизла Холлей,925.0,1966,246231,0,730,18.11.2022,178,153.0,869
Дровосек для Булочки,Ольга Дашкова,7054.0,9571,1703006,18+,991,02.12.2022,107,179.0,6946
Сбежать от ректора. Отработка для попаданки,Кария Гросс,1044.0,5543,396903,0,260,10.12.2022,169,159.0,910
Фиктивная жена для дракона,Линкси Браун,447.0,2410,159821,0,44,14.12.2022,180,149.0,351
Как мне счастье привалило,Анна Баскова,621.0,1522,106720,0,467,15.12.2022,152,149.0,509
"Академия для строптивой, или в поисках любви",Анжелика Шторм,347.0,1879,95911,0,39,16.12.2022,153,153.0,265
"Бывшая принцесса, или Драконам здесь не место!",Теона Рэй,434.0,3171,111631,0,160,23.12.2022,169,142.0,423
Одержимость. Заставлю тебя,Леся Эм,1422.0,3024,383513,18+,485,30.12.2022,226,179.0,931
Новая жена короля - хозяйка борделя,Мартиша Риш,368.0,1311,56647,0,67,03.01.2023,196,153.0,253
Никогда не целуй незнакомца,Анастасия Франц,177.0,931,17091,18+,7,24.01.2023,71,159.0,160
Адвокатша,Галина Кор,370.0,885,69525,18+,90,03.02.2023,179,159.0,328
(не)родная мама для дочки босса,Даша Литовская,680.0,1972,209841,0,0,09.02.2023,152,164.0,660
Драконова Академия. Книга 4. Том 1,Марина Индиви,1500.0,3059,216190,18+,1004,20.02.2023,304,169.0,861
"Эльфы из Уотерхолла, или Покорить оборотня",Надежда Соколова,413.0,1333,90769,0,191,27.02.2023,152,169.0,339
Легенда о рыжем драконе,Милена Кушкина,1217.0,2360,306645,0,134,28.02.2023,207,149.0,1084
Тень для драконьего принца,Санна Сью,561.0,2543,55406,0,51,17.03.2023,185,169.0,507
Рыбий доктор. Смотритель маяка,Марк Качим,767.0,800,24803,0,271,20.03.2023,153,169.0,329
Маг Мороз и его неугомонное счастье,Боярова Мелина,450.0,1233,36310,0,103,22.03.2023,88,139.0,407
Дочь мэра,Юлианна Орлова,2681.0,5042,556757,18+,1084,02.04.2023,259,169.0,2376
"Маринка, хозяйка корчмы",Ульяна Гринь,297.0,1454,23733,0,26,17.04.2023,127,159.0,265
За его спиной,Мария Зайцева,2865.0,4399,474190,0,1005,03.05.2023,209,210.0,2416
Happy End с мерзавцем - 2,Лия Шах,496.0,597,34274,18+,512,09.05.2023,422,159.0,307
"Сладкая, я научу тебя любить",Аделина Дэвис,846.0,2336,157485,18+,224,10.05.2023,241,159.0,631
Измена. Любовница моего отца,Регина Янтарная,234.0,708,20349,0,49,12.05.2023,60,109.0,146
Измена. Тайный наследник,Алиса Лаврова,2356.0,12293,1488985,0,0,16.07.2023,163,159.0,1908
Добиться истинную. Розмари.,Оксана Рассветная,725.0,2303,158096,18+,99,04.08.2023,173,169.0,641
Семья врага,Олли Серж,731.0,1642,117611,0,231,04.09.2023,153,144.0,663
Мы не твои. Вернуть жену,Мария Устинова,1711.0,4182,421298,0,527,05.09.2023,156,149.0,1627
Развод. Ты меня предал,Арина Арская,3809.0,5611,1442328,0,2189,08.09.2023,151,159.0,3445
Вкус предательства,Селин Саади,1749.0,3213,433484,18+,384,14.10.2023,162,149.0,1744
Пробудившая пламя,Дина Сдобберг,1607.0,4709,475955,0,163,03.11.2023,436,0.0,1585
Принцесса Шейвара,Магда Макушева,536.0,2418,35543,18+,126,03.11.2023,212,129.0,518
(не) чужие дети. Мама для близнецов,Кэти Свит,187.0,786,23778,0,5,11.11.2023,67,159.0,172
Я тебя не предавал,Екатерина Аверина,2885.0,6894,980687,18+,2029,13.11.2023,405,199.0,2624
Развод. Право на ошибку,Ая Кучер,2480.0,6581,925185,0,1303,14.11.2023,241,179.0,2442
Последняя муза для Шопена,Ульяна Соболева,698.0,2384,83343,18+,322,17.11.2023,151,159.0,589
Развод на новый год,Лена Тэсс,2307.0,5691,904637,0,1895,30.11.2023,251,169.0,2114
Дракон выбирает с прицепом 2,Кристина Юраш,654.0,2129,103219,0,309,04.12.2023,153,159.0,606
Сводные. Стану первым,Екатерина Аверина,1299.0,4825,392399,18+,527,06.12.2023,250,179.0,1124
"Все равно будешь моей, выскочка!",Юлия Зимина,427.0,2201,220941,0,106,07.12.2023,309,169.0,392
Живой мир. Дарованные выбором,Лина Таб,153.0,1110,58544,18+,82,07.12.2023,275,0.0,151
Запретные игры,Виктория Вашингтон,600.0,2019,72734,0,156,10.12.2023,151,143.1,475
Ретроградный меркурий,Янка Рам,4277.0,4718,274650,18+,1135,13.12.2023,82,129.0,3505
Развод. Я всё ещё люблю,Евгения Вечер,1226.0,3634,532555,18+,253,05.01.2024,153,0.0,1208
Дочь моей измены,Анна Долгова,70.0,564,11564,18+,8,28.01.2024,107,119.2,70
Невеста на сезон снов,Ольга Силаева,455.0,1715,165471,0,939,30.01.2024,269,159.0,401
Развод. Без тебя никак,Регина Янтарная,144.0,820,49567,0,19,15.02.2024,123,149.0,120
Поймать сбежавшую невесту. Академия Стражей,Элиз Холгер,692.0,2251,152333,18+,249,20.02.2024,292,159.0,626
Развод с мужем. После,Инна Инфинити,2271.0,6977,936024,0,846,04.03.2024,152,159.0,2167
Майор Бойцов желает познакомиться,Лина Коваль,2201.0,4689,227581,18+,565,07.03.2024,164,159.0,1673
Два принца для земной золушки,Елена Сергеева,1964.0,7038,345777,18+,438,08.03.2024,159,159.0,1776
Я больше тебе не враг,Маргарита Дюжева,1111.0,3241,183541,0,0,03.04.2024,152,159.0,1041
Наследник. Боль предателя,Кэти Свит,818.0,5192,297632,0,232,07.04.2024,155,169.0,806
Ненужные дети. Прошлое между нами,Лена Голд,2861.0,7243,585070,0,824,16.04.2024,211,159.0,2649
Неудобная жена ректора Академии Драконов,Илана Васина,766.0,3719,288099,0,377,28.05.2024,204,159.0,624
За что ты меня любишь?,Алина Ланская,1070.0,4198,321163,0,1110,02.06.2024,223,169.0,922
"Всё заново начать 3. Спасти галактику, вернуть диктатора",Ольга Грон,199.0,647,19918,18+,458,11.06.2024,218,129.0,183
Измена. Прощение не купишь,Саша Девятова,512.0,1606,152043,0,270,02.07.2024,158,149.0,502
Девочка Подполковника,Кара Райр,284.0,1315,45139,18+,70,17.07.2024,151,159.0,284
Некровные узы,Виктория Вашингтон,1193.0,4765,214365,18+,397,26.07.2024,175,179.0,1193
Мариса. Хранительница стихий.,Тина Солнечная,552.0,3448,113795,18+,37,24.08.2024,144,0.0,550
Секс-массаж для недотроги,Алая Бетти,264.0,1189,51397,18+,7,26.08.2024,83,99.0,264
ᨒ Опальная жена дракона. Истинность за курорт ᨒ,Адриана Вайс,430.0,1780,56476,0,0,28.08.2024,90,109.0,388
Дочь врага. Мой сладкий грех.,Наталья Шагаева,934.0,4223,78634,18+,86,09.09.2024,111,139.0,924
Северный замок от мужа в подарок,Зозо Кат,973.0,3839,60622,0,228,22.09.2024,88,129.0,931
Другой мир Тараумара,Сергей Панченко,53.0,188,3535,0,32,06.10.2024,337,149.0,45
Королевской поступью. Первый шаг императрицы,Ноэль Ламар,95.0,446,8816,0,102,17.10.2024,191,129.0,85
На острие клыка,Яна Клюква,101.0,742,19906,18+,19,17.10.2024,67,119.0,95
Не правильная гномка.,Наталья Мальцева,78.0,280,10506,0,28,21.10.2024,262,119.0,76
Хозяйка старой башни. Дракон по объявлению,Ася Рыба,159.0,1019,17919,0,39,21.10.2024,61,119.0,149
Бывшие не влюбляются,Теона Рэй,166.0,822,12567,0,101,07.11.2024,130,99.0,146
"Лёд в твоих глазах, или Растопи моё сердце",Анна Шаенская,93.0,558,6771,0,10,08.11.2024,49,99.0,89
Лекс,Вадим Фарг,38.0,264,1532,0,3,12.11.2024,44,0.0,33
Развод.Я вас верну,Мила Реброва,133.0,515,12386,0,24,21.11.2024,75,119.0,133
Босс в моей постели или офисный переполох,Лола Новая,70.0,346,1518,18+,17,30.11.2024,14,0.0,66
Мой драгоценный мужчина,Ольга Шерстобитова,29.0,348,1319,0,3,01.12.2024,258,249.0,27
Снежный плен,Янка Рам,5989.0,11323,748833,18+,380,16.07.2018,113,0.0,5774
"Приворот, да не тот",Алекс Найт,21497.0,25359,2751068,18+,1246,20.02.2019,90,0.0,21007
"Пара для дракона, или Просто летим домой",Алиса Чернышова,16378.0,33293,2850120,18+,703,15.04.2019,100,0.0,15647
А кто виноват? Кот!,Кира Рамис,876.0,2187,95655,0,335,17.06.2020,152,0.0,664
Сбылась мечта идиотки,Анна Киса,11368.0,19590,4321702,18+,486,18.09.2020,176,0.0,10958
Не родные,Ольга Джокер,6623.0,21735,2335018,18+,2113,15.08.2021,188,0.0,6308
Одна из тридцати пяти,Елена Ромова,491.0,1592,57943,0,44,31.07.2023,213,0.0,427
Развод. Вопреки тебе,Селин Саади,1158.0,3050,263794,18+,89,14.11.2023,148,0.0,1156
Черные вороны 14. Смерть в его глазах,Ульяна Соболева,80.0,348,636,18+,20,27.11.2024,11,0.0,78
Бывший. Справлюсь назло,Анастасия Максимова,71.0,445,1200,18+,24,05.12.2024,10,0.0,69
"Забыть, чтобы вспомнить",Ольга Обская,19128.0,33742,4106027,0,927,28.06.2016,255,0.0,16336
Вакансия на должность жены,Натаэль Зика,12763.0,8396,1227614,0,3636,03.03.2018,435,199.0,10469
Тиран,Эмилия Грин,6254.0,19214,1721315,18+,524,12.03.2018,183,0.0,5927
"Мама из другого мира. Делу - время, забавам - час",Диана Рахманова (Рыжая Ехидна),17074.0,4524,1299244,0,3265,17.06.2018,271,169.0,7852
Неласковый отбор для Золушки - 2. Печать демонов,Лана Волкова,12278.0,5158,1318092,0,2779,13.08.2018,189,166.0,5645
Двойные стандарты,Марика Крамор,19839.0,30045,6355329,18+,917,13.12.2018,155,0.0,19556
Дарующая счастье,Терин Рем,11685.0,7434,1840469,18+,2640,13.04.2019,235,199.0,7441
Две полоски,Лина Филимонова,24252.0,36614,3153014,18+,4540,01.05.2019,242,159.0,14303
Флеш Рояль,Тала Тоцка,7429.0,18779,1517090,18+,665,20.05.2019,224,0.0,7008
Ведьма в академии драконов,Илия Телес,14410.0,36751,5648456,0,1700,26.03.2020,340,149.0,12125
Сбежавшая невеста Императора,Irina_Muza,1633.0,11225,771111,18+,164,03.07.2020,324,0.0,1599
Отборная бабушка,Нинель Нуар,16303.0,11425,2441836,0,4264,21.07.2020,188,199.0,11433
Я тебя накажу,Джулия Ромуш,6285.0,10912,995609,18+,864,19.11.2020,214,179.0,2513
Отбор для олигарха,Тала Тоцка,6716.0,16271,1048593,0,166,05.12.2020,12,0.0,6538
Пристроить Коляна,Мария Зайцева,5480.0,5318,453456,18+,1198,08.12.2020,182,224.1,3739
Горячая помощница для Морозко,Виктория Свободина,8790.0,9161,2424329,0,0,14.12.2020,259,164.0,5866
Брачный приговор,Агата Лав,7758.0,11418,1976627,0,833,12.03.2021,182,179.0,2868
